,Year,Type,Country,Activity,sex,Injury,Fatal
5299,1916,Provoked,USA,"Fishing, attempted to take a netted shark",MALE,"FATAL, leg severely bitten, surgically amputated PROVOKED INCIDENT",YES
5300,1916,Unprovoked,USA,Netting shrimp,MALE,Lower left leg severely bitten & became septic. Not known if he survived,NO
5301,1916,Unprovoked,USA,Fishing,MALE,Arm severely lacerated,NO
5302,1916,Invalid,USA,Swimming,FEMALE,"No attack,  no injury",UNKNOWN
5303,1916,Unprovoked,USA,Swimming,MALE,Ankle bruised,NO
5304,1916,Unprovoked,USA,Swimming,MALE,"Lower left leg bitten, surgically amputated",NO
5305,1916,Unprovoked,USA,Swimming (recovering remains of Stilwell) ,MALE,"FATAL, thigh bitten ",YES
5306,1916,Unprovoked,USA,Swimming,MALE,"FATAL, legs & torso bitten ",YES
5307,1916,Sea Disaster,BAHAMAS,S.S. Ramos foundered in a hurricane. Captain & 14 crew in water-logged lifeboats. ,MALE,"FATAL.  When the survivors were rescued next day they were clubbing sharks with oars. ""Sharks were so thick that it was difficult to row""",YES
5308,1916,Unprovoked,SPAIN,Diving,MALE,Survived,NO
5309,1916,Unprovoked,PHILIPPINES,Bathing,MALE,Right foot severed,NO
5310,1916,Unprovoked,USA,Swimming,MALE,FATAL,YES
5311,1916,Unprovoked,USA,Swimming,MALE,"FATAL, left leg bitten",YES
5312,1916,Unprovoked,USA,Swimming,MALE,Heel bitten,NO
5313,1916,Unprovoked,ATLANTIC OCEAN,Jumped overboard from Norwegian steamship Venator,MALE,Presumed FATAL,YES
5314,1916,Provoked,USA,UNKNOWN,MALE,Leg bitten by shark hooked shark PROVOKED INCIDENT,NO
5316,1916,Unprovoked,AUSTRALIA,Clinging to overturned rowing boat,MALE,FATAL,YES
5317,1916,Unprovoked,AUSTRALIA,Bathing,MALE,Minor lacerations to heel,NO
5318,1915,Unprovoked,AUSTRALIA,Diving,MALE,"Arm severed, lacerations to thigh",NO
5319,1915,Unprovoked,AUSTRALIA,Bathing,MALE,Severe bite to arm,NO
5320,1915,Unprovoked,AUSTRALIA,Bathing,MALE,Severe lacerations to feet & ankles,NO
5321,1915,Unprovoked,USA,UNKNOWN,MALE,Laceration to left leg,NO
5322,1915,Unprovoked,MEXICO,Fishing,MALE,FATAL,YES
5323,1915,Unprovoked,MEXICO,Wading,MALE,FATAL,YES
5324,1915,Invalid,EGYPT,Fell overboard,MALE,Shark involvement not confirmed,UNKNOWN
5325,1915,Unprovoked,AUSTRALIA,Skin diving for trepang but at surface next to the boat,MALE,"Shoulder bitten. Hana, one of the rescuers, fended shark off with an oar, then shark bit oar in two",NO
5326,1915,Unprovoked,AUSTRALIA,Swimming,MALE,Foot bitten,NO
5327,1915,Invalid,NEW ZEALAND,Fishing,MALE,Death may have been due to drowning,UNKNOWN
5328,1915,Unprovoked,AUSTRALIA,Bathing,MALE,FATAL,YES
5329,1915,Invalid,USA,UNKNOWN,MALE,"Fatal, drowning or scavenging",UNKNOWN
5330,1914,Unprovoked,AUSTRALIA,Swimming,MALE,Lacerations to right thigh and knee,NO
5331,1914,Sea Disaster,SAMOA,Copra vessel with 19 on board was wrecked in a squall,FEMALE,Thigh bitten,NO
5332,1914,Unprovoked,JAMAICA,Fell overboard,MALE,FATAL,YES
5333,1914,Unprovoked,USA,Swimming,MALE,FATAL,YES
5334,1914,Unprovoked,CROATIA,Washing clothes,FEMALE,"No injury, shark grabbed clothes",NO
5335,1914,Provoked,USA,Fishing,MALE,PROVOKED INCIDENT    Legs severed by shark entangled in his net,NO
5336,1914,Unprovoked,CROATIA,UNKNOWN,MALE,"No injury, shark nudged raft and circled for 2 hrs.",NO
5337,1914,Boating,MONTENEGRO,Fishing boat,MALE,"No injury, shark bit paddle and stern of boat",NO
5338,1914,Unprovoked,AUSTRALIA,Bathing,MALE,FATAL,YES
5339,1914,Sea Disaster,NEW CALEDONIA,Swimming ashore from swamped 13-ft boat,MALE,FATAL x 2,YES
5340,1914,Provoked,USA,Fishing,FEMALE,PROVOKED INCIDENT Lacerations to right hand by hooked shark,NO
5341,1914,Invalid,USA,Swimming,MALE,His remains were recovered from a shark 3 years after his disappearance - Probable drowning / scavenging,UNKNOWN
5342,1914,Sea Disaster,GUYANA,Boat swamped,MALE,FATAL,YES
5343,1914,Unprovoked,USA,Washed into sea while picking opihi & attacked by 2 large sharks ,MALE,FATAL,YES
5344,1914,Unprovoked,AUSTRALIA,Wading,MALE,Lacerations to foot,NO
5345,1914,Unprovoked,AUSTRALIA,Canoeing,MALE,Lacerations to arms,NO
5346,1914,Unprovoked,AUSTRALIA,Wading,FEMALE,Laceration to leg,NO
5347,1914,Unprovoked,SOUTH AFRICA,UNKNOWN,FEMALE,No details,UNKNOWN
5348,1913,Provoked,USA,Fishing for mackerel,UNKNOWN,No injury to occupants but hull splintered by harpooned shark PROVOKED INCIDENT,NO
5349,1913,Sea Disaster,CUBA,UNKNOWN,MALE,FATAL,YES
5350,1913,Unprovoked,NIGERIA,Boat swamped,MALE,FATAL,YES
5351,1913,Unprovoked,AUSTRALIA,Swimming,MALE,Calf severely bitten;  leg surgically amputated,NO
5352,1913,Unprovoked,USA,UNKNOWN,MALE,Major injuries but survived,NO
5353,1913,Provoked,CROATIA,UNKNOWN,MALE,Badly bitten by a shark dragged onboard PROVOKED INCIDENT,NO
5354,1913,Invalid,USA,UNKNOWN,MALE,Man's leg recovered from 800-lb shark,UNKNOWN
5355,1913,Invalid,USA,UNKNOWN,FEMALE,Female foot recovered from shark,UNKNOWN
5356,1913,Invalid,ITALY,UNKNOWN,UNKNOWN,Human casualties,UNKNOWN
5357,1913,Unprovoked,USA,UNKNOWN,MALE,FATAL,YES
5358,1913,Unprovoked,COSTA RICA,Swimming,MALE,FATAL,YES
5359,1913,Provoked,USA,Fishing,MALE,"Forefinger of right hand bitten by a ""dead"" shark PROVOKED INCIDENT",NO
5360,1913,Provoked,AUSTRALIA,Hauling in net,MALE,Lacerations to thigh by netted shark PROVOKED INCIDENT,NO
5361,1913,Unprovoked,SAMOA,UNKNOWN,MALE,Leg severed,NO
5362,1913,Unprovoked,AUSTRALIA,Diving,MALE,"Head, neck & left shoulder bitten",NO
5363,1913,Unprovoked,REUNION,Swimming after his hat,MALE,FATAL,YES
5364,1913,Unprovoked,REUNION,Swimming,MALE,FATAL,YES
5365,1913,Unprovoked,AUSTRALIA,UNKNOWN,MALE,Arm severed,NO
5366,1912,Sea Disaster,PHILIPPINES,Swimming from foundered vessel,FEMALE,FATAL,YES
5367,1912,Unprovoked,USA,Swimming,MALE,FATAL,YES
5368,1912,Unprovoked,USA,Swimming,MALE,Toes severed,NO
5369,1912,Unprovoked,SOLOMON ISLANDS,Bathing,MALE,FATAL,YES
5370,1912,Invalid,SOUTH AFRICA,UNKNOWN,MALE,,UNKNOWN
5371,1912,Unprovoked,NEW ZEALAND,Swimming,MALE,"""Slight laceration to leg""",NO
5372,1912,Provoked,AUSTRALIA,Hard hat diving,MALE,"No injury, shark nipped diving suit after he prodded the shark PROVOKED INCIDENT ",NO
5373,1912,Unprovoked,AUSTRALIA,Swimming,MALE,Left calf & heel bitten,NO
5374,1912,Unprovoked,NEW CALEDONIA,Swimming,MALE,Left shoulder & both legs bitten,NO
5375,1912,Unprovoked,AUSTRALIA,Swimming,MALE,FATAL,YES
5376,1912,Unprovoked,FIJI,Washed overboard,MALE,FATAL,YES
5377,1912,Unprovoked,AUSTRALIA,UNKNOWN,MALE,Thigh & lower abdomen severely bitten,NO
5378,1912,Unprovoked,AUSTRALIA,Bathing,MALE,FATAL,YES
5379,1912,Unprovoked,SPAIN,Fell into the water,MALE,FATAL,YES
5380,1911,Invalid,USA,UNKNOWN,MALE,"Cause of death undetermined. 3.6 m [11'9""] shark seen carrying body. Next day, shark was killed & Antoine's entire body was found in its gut.",UNKNOWN
5381,1911,Unprovoked,USA,Fell overboard from steamship Rio Grande,MALE,FATAL,YES
5382,1911,Unprovoked,AUSTRALIA,Diving,MALE,Calves bitten,NO
5383,1911,Unprovoked,USA,Jumped overboard to rescue companion,MALE,FATAL,YES
5384,1911,Unprovoked,USA,Fell overboard & swimming,MALE,FATAL,YES
5385,1911,Unprovoked,USA,Bathing,MALE,Left arm & thigh bitten,NO
5386,1911,Unprovoked,SPAIN,Bathing,MALE,FATAL,YES
5387,1911,Provoked,USA,Fishing,MALE,"Hooked shark bit his leg, knee to ankle PROVOKED INCIDENT",NO
5388,1911,Unprovoked,SOUTH AFRICA,Bathing,MALE,"FATAL, partial remains recovered",YES
5389,1911,Provoked,USA,Fishing,MALE,Bitten on left leg by hooked shark PROVOKED INCIDENT,NO
5390,1911,Unprovoked,SOUTH AFRICA,Swimming,MALE,FATAL,YES
5391,1911,Boating,NEW ZEALAND,Fishing,UNKNOWN,"No injury to occupants, shark bit boat",NO
5392,1911,Unprovoked,AUSTRALIA,Swimming,MALE,FATAL,YES
5393,1911,Sea Disaster,AUSTRALIA,3-masted steel barque Glenbank foundered during a cyclone,MALE,Minor injuries,NO
5394,1911,Unprovoked,USA,Swimming,MALE,Minor injury to feet,NO
5395,1911,Unprovoked,NEW ZEALAND,Fishing,MALE,FATAL,YES
5396,1910,Invalid,CROATIA,UNKNOWN,MALE,FATAL?,UNKNOWN
5397,1910,Sea Disaster,AUSTRALIA,Shipwrecked pearling schooner,MALE,FATAL,YES
5398,1910,Provoked,NORTH ATLANTIC OCEAN,Fishing,MALE,Right hand severely bitten by netted shark PROVOKED INCIDENT,NO
5399,1910,Unprovoked,AUSTRALIA,Bathing,MALE,Foot bitten,NO
5400,1910,Unprovoked,MEXICO,Swimming,MALE,Leg bitten,NO
5401,1910,Sea Disaster,MOZAMBIQUE,"Steamer Durao struck rock & filled, boats capsized, passengers & crew tried to swim to shore",UNKNOWN,"FATAL, 3 passengers & 14 crew taken by sharks, captain, 1 passenger & 2 crew survived",YES
5402,1910,Invalid,USA,"Unknown, their unoccupied yawlboat was recovered",MALE,Presumed drowned & bodies taken by sharks,UNKNOWN
5403,1910,Unprovoked,PANAMA,Fell overboard from USS cruiser Tacoma,MALE,FATAL,YES
5404,1910,Unprovoked,NEW ZEALAND,Swimming,MALE,Lacerations to foot,NO
5405,1910,Invalid,USA,"Hard hat diving, laying some charge of powder",MALE,No injury,UNKNOWN
5406,1910,Unprovoked,AUSTRALIA,Surf bathing,MALE,"Shoulder, back & leg bitten",NO
5407,1910,Unprovoked,AUSTRALIA,UNKNOWN,MALE,FATAL,YES
5408,1910,Invalid,USA,"Fishing, thrown into water by heavy sea, clinging to rocks at the water line",MALE,"Body bitten by shark/s, but death may have been due to drowning",UNKNOWN
5409,1910,Unprovoked,PHILIPPINES,Swimming,MALE,"Calf removed, not known if he survived ",UNKNOWN
5410,1909,Unprovoked,USA,UNKNOWN,MALE,Severe lacerations to arm,NO
5411,1909,Unprovoked,AUSTRALIA,Fell overboard,MALE,FATAL,YES
5412,1909,Provoked,AUSTRALIA,Fishing,MALE,3 fingers bitten by hooked shark PROVOKED INCIDENT,NO
5413,1909,Sea Disaster,INDONESIA,The 2379-ton French steamer La Seyne collied with British steamer Onda & sank in minutes. Passengers jumped overboard expecting to be picked up by Ondas boats,UNKNOWN,"FATAL, 101 people perished, including commander, Joseph Couailhac. Iit was reported that a shoal of sharks circled  passengers in the water and dragged scores of people to their deaths Of the 61 survivors, many were injured by sharks",YES
5414,1909,Provoked,USA,Seine netting,MALE,Abrasion to leg from netted shark PROVOKED INCIDENT,NO
5415,1909,Unprovoked,USA,Fell overboard from fishing schooner Halycon,MALE,FATAL,YES
5416,1909,Unprovoked,USA,Fell overboard while fishing for sharks,MALE,Right leg bitten,NO
5417,1909,Unprovoked,USA,Swimming,MALE,Hip & thigh lacerated,NO
5418,1909,Unprovoked,MEXICO,Bathing,FEMALE,FATAL,YES
5419,1909,Unprovoked,SOUTH AFRICA,UNKNOWN,MALE,Remains of soldier in uniform. Probable drowning & scavenging,YES
5420,1909,Sea Disaster,AUSTRALIA,"1446-ton Norwegian barque Errol, bound from Peru to Newcastle with 22 on board wrecked. Survivors shelterd on the wreck of the Annasona. Subsequently the Master, his wife & 4 children perished along with several crew. Survivors (5) were rescued 7/12/1909",MALE,"FATAL, only his legs, still in sea-boots, were recovered ",YES
5421,1909,Provoked,SPAIN,Fishing,MALE,Shark knocked him down after he grabbed it by the tail. No injury.   PROVOKED INCIDENT,NO
5422,1909,Invalid,USA,Reported swept away by waves while gathering opihi,FEMALE, Search party saw a large shark devour what appeared to be part of her body,UNKNOWN
5423,1909,Unprovoked,TUNISIA,Diving (Helmet) for sponges,MALE,FATAL,YES
5424,1909,Sea Disaster,SOUTH AFRICA,Wreck of the 1308-ton Norwegian ship Auckland,FEMALE,FATAL,YES
5425,1909,Invalid,UNKNOWN,Jumped overboard ,MALE,FATAL,UNKNOWN
5426,1909,Invalid,ITALY,"On December 28, 1908, an earthquake, followed by tsunamis, destroyed coastal towns in Silcily and southern Italy, killing more than 100,000 people",UNKNOWN," 3 unidentified bodies recovered (male, female & young girl) from gut of female  4.5 m [14'9""]  white shark caught in fishing net. They may have drowned in tidal wave following earthquake ",UNKNOWN
5427,1909,Unprovoked,AUSTRALIA,UNKNOWN,UNKNOWN,Survived,NO
5428,1908,Unprovoked,SOUTH AFRICA,Swimming,MALE,FATAL,YES
5429,1908,Unprovoked,MEXICO,Swimming ashore from capsized boat,MALE,"FATAL, ""bitten in two""",YES
5430,1908,Unprovoked,AUSTRALIA,Fell from the jetty,MALE,FATAL,YES
5431,1908,Unprovoked,USA,On fishing boat & trailing hand in the water,MALE,Lacerations to fingers,NO
5432,1908,Unprovoked,SPAIN,Fell overboard from P&O steamship Arabia,MALE,FATAL,YES
5433,1908,Invalid,SPAIN,UNKNOWN,UNKNOWN,Human remains recovered but shark involvement prior to death unconfirmed ,UNKNOWN
5434,1908,Unprovoked,CROATIA,Boating,FEMALE,"FATAL, lost a leg",YES
5435,1908,Unprovoked,EGYPT,The 168-ton Belmore foundered in heavy seas,MALE,FATAL,YES
5436,1908,Sea Disaster,USA,The British steamer Caribbee foundered,MALE,FATAL,YES
5437,1908,Sea Disaster,PAPUA NEW GUINEA,.,UNKNOWN,"Remains of 3 humans recovered from shark, but shark involvement prior to death unconfirmed",YES
5438,1908,Sea Disaster,INDONESIA,native boats sunk in storm,FEMALE,FATAL,YES
5439,1908,Invalid,USA,UNKNOWN,MALE,"FATAL, but shark involvement prior to death was not confirmed",UNKNOWN
5440,1908,Unprovoked,USA,Gathering fish stunned by dynamite,MALE,"FATAL, ""pulled below the surface'  ",YES
5441,1907,Unprovoked,AUSTRALIA,Bathing,MALE,FATAL,YES
5443,1907,Unprovoked,CHINA,Fishing,MALE,"3 of thel 5 were injured, one of whom lost both hands",NO
5444,1907,Unprovoked,CHINA,Fishing,MALE, 2 of the 5 fishermen were so seriously injured they died of their wounds,YES
5445,1907,Unprovoked,AUSTRALIA,Bathing,MALE,Lacerations to left arm from shoulder to wrist,NO
5446,1907,Invalid,HAITI,Reached out to disentangle rope & fell overboard,MALE,"No attack, no injury",UNKNOWN
5447,1907,Unprovoked,USA,"Diving, retrieving fish caught in net ",MALE,"Arm severed at elbow,  surgically amputated at shoulder ",NO
5448,1907,Invalid,ENGLAND,Swimming,MALE," ""Struck across loins"" but no injury. According to witnesses, incident involved a bottlenose dolphin.",UNKNOWN
5449,1907,Unprovoked,CROATIA,Swimming,FEMALE,FATAL,YES
5451,1907,Unprovoked,CROATIA,Swimming,MALE,FATAL,YES
5452,1907,Unprovoked,USA,Wading,MALE,Abrasion to chest,NO
5454,1907,Invalid,AUSTRALIA,.,MALE,"Disappeared, but shark involvement unconfirmed",UNKNOWN
5455,1907,Unprovoked,USA,Floating in creek,MALE,Slight injuries to left knee & calf ,NO
5456,1907,Unprovoked,MEXICO,Bathing,MALE," 3 fingers & thigh lacerated, foot crushed",NO
5457,1907,Unprovoked,USA,"Fishing,  tarpon being chased by shark  leapt across his skiff, breaking it in half & Larkin became tangled in the net",MALE,"FATAL, shark bit his side, nearly cutting him in two  ",YES
5458,1907,Unprovoked,MALTA,Fishing,MALE,"FATAL,            Fell overboard and were killed by shark",YES
5459,1907,Unprovoked,PHILIPPINES,"Row boat (from the gunboat Elcano) was sinking, put finger in hole",MALE,Finger severed,NO
5460,1907,Unprovoked,NEW ZEALAND,Standing,MALE,"FATAL, leg severely bitten     ",YES
5462,1907,Unprovoked,VIETNAM,Fishing,MALE,"Leg severely bitten, surgically amputated",NO
5463,1907,Unprovoked,USA,"Net fishing, fell into the water",MALE,FATAL,YES
5464,1906,Unprovoked,JAMAICA,Fishing,MALE,Leg bitten,NO
5465,1906,Unprovoked,USA,UNKNOWN,MALE,Buttock bitten,NO
5466,1906,Unprovoked,USA,Swimming,MALE,FATAL,YES
5467,1906,Unprovoked,USA,Diving,MALE,Arm severed,NO
5469,1906,Unprovoked,INDONESIA,Swimming,MALE,Thumb & index finger of left hand severed,NO
5470,1906,Unprovoked,INDONESIA,Swimming,MALE,FATAL,YES
5471,1906,Unprovoked,AUSTRALIA,Swimming,MALE,FATAL,YES
5472,1906,Provoked,USA,Fishing,MALE,PROVOKED INCIDENT        No injury; shirt torn by gaffed shark,NO
5473,1906,Unprovoked,YEMEN ,Diving around anchored liner,MALE,Leg severed. Injury originally thought due to boat's propeller,NO
5474,1906,Unprovoked,USA,Fell overboard,MALE,FATAL,YES
5476,1906,Invalid,MOZAMBIQUE,UNKNOWN,MALE,Sanna may have drowned; his hand  (identified by ring on finger) found in a shark at the market,UNKNOWN
5477,1906,Unprovoked,INDONESIA,Hard hat diving,MALE,FATAL,YES
5478,1906,Provoked,AUSTRALIA,Shooting sharks ,MALE,Finger severed by shark he had shot & stabbed PROVOKED INCIDENT,NO
5479,1906,Unprovoked,AUSTRALIA,Diving for beche-de-mer ,MALE,FATAL,YES
5480,1906,Sea Disaster,INDONESIA,The schooner Tahitienne foundered in a hurricane,MALE,FATAL x 2,YES
5481,1906,Invalid,AUSTRALIA,.,MALE,Cause of death may have been downing,UNKNOWN
5482,1906,Invalid,NEW ZEALAND,Swimming,MALE,Shark involvement prior to death was not determined,UNKNOWN
5483,1906,Unprovoked,AUSTRALIA,Bathing,MALE,FATAL,YES
5484,1906,Unprovoked,SOUTH AFRICA,Washing horses,MALE,"FATAL, hips & thigh bitten ",YES
5485,1905,Unprovoked,SOUTH AFRICA,Floating or standing,MALE,"FATAL, left torso, buttocks, thigh & foot bitten ",YES
5486,1905,Invalid,AUSTRALIA,Bathing,MALE,"""Bad wound in the leg"" - 7-ft shark caught in the bath same day",UNKNOWN
5487,1905,Unprovoked,AUSTRALIA,Swimming,MALE,FATAL. Shark involvement suspected but not confirmed,YES
5488,1905,Provoked,USA,Fishing,MALE,Lacerations to leg from hooked shark PROVOKED INCIDENT,NO
5489,1905,Invalid,EGYPT,Human head found in shark caught by British steamer Syria,MALE,Probable drowning & scavenging. ,UNKNOWN
5490,1905,Unprovoked,USA,Swimming from naptha launch after a day of fishing,MALE,3 toes of right foot were severed,NO
